park_id,source,park_name,area_ha,place_id,match_flag,notes
Vancouver_189,Vancouver,Yaletown Park,0.1393031197776503,ChIJ2UOPGdZzhlQRwvt3gDG7RIY,manual,
Vancouver_190,Vancouver,Sunset Beach Park,3.6447666940059658,"ChIJAWo0tC1yhlQRAL6Iz7Cs6G4, ChIJ0UCTbi1yhlQRQCKD7zPvHBk",manual,"Adding ""Sunset Beach"" to be consistent"
Vancouver_191,Vancouver,sθәqәlxenәm ts'exwts'áxwi7 (Rainbow),0.306310884221517,ChIJ91Xo0aRxhlQRRaOE88piwQ4,manual,
Vancouver_192,Vancouver,Victory Square,0.3898039934295843,ChIJgRB-c3lxhlQRxAU0p5Nk128,manual,
Vancouver_193,Vancouver,Nelson Park,1.166710290358019,ChIJp6Yu-ipyhlQRTLUcQSOMft8,exact,
Vancouver_194,Vancouver,Cathedral Square,0.2677035275192906,ChIJz2Z0KHlxhlQRLtddSsnlI6U,manual,
Vancouver_195,Vancouver,Art Phillips Park,0.1030255958250049,ChIJuSjYgoFxhlQRkNmzBbPyqU4,manual,
Vancouver_196,Vancouver,Barclay Heritage Square,0.6330556629877405,ChIJuRmp2ylyhlQRRRIBDobG380,manual,
Vancouver_197,Vancouver,Portal Park,0.1014385954364399,ChIJK5QMvYNxhlQRDW_gXLRmz9I,manual,
Vancouver_198,Vancouver,Coal Harbour Park,0.954766910002646,ChIJta9pnIZxhlQRjOVLcnemBFE,exact,
Vancouver_199,Vancouver,Harbour Green Park,3.202602245264767,ChIJQwI_Q4RxhlQRJ-IPbxaY9Os,exact,
Vancouver_200,Vancouver,Cardero Park,0.3262679306708125,ChIJu1Lnq6lxhlQR6pcX6rbjjts,fuzzy,
Vancouver_201,Vancouver,Marina Square,0.631900993408958,ChIJO-T6lIhxhlQRCWwZrAhZ7vA,manual,
Vancouver_202,Vancouver,Devonian Harbour Park,4.089583478244414,ChIJicVMCYlxhlQRLly-YmGOfu4,exact,
Vancouver_203,Vancouver,Spanish Banks Beach Park,14.526058613801348,"ChIJLQnMgZJyhlQRnRaqpqnAhgg, ChIJXRC8b41yhlQRLSiIqsnw5m0",manual,Could consider adding Spanish Banks Off Leash Dog Area to include west portion -ChIJIxV11ZZyhlQR6lOWn2aTIlQ
Vancouver_204,Vancouver,Vanier Park,21.346225485185112,ChIJcUir1MxzhlQRBUXcDCRBgoI,manual,
Vancouver_205,Vancouver,Hadden Park,2.965751524179684,ChIJk9VbpjVyhlQRoPnK3Fg0pTg,exact,
Vancouver_206,Vancouver,English Bay Beach Park,9.979982869834672,"ChIJ7WHSBi9yhlQRdLXmpczA6wo, ChIJ86zkaC9yhlQR4GhBA8iTiy4",exact,
Vancouver_207,Vancouver,Alexandra Park,0.548802922190075,ChIJrzzU_y5yhlQR3gtnchw_YCI,exact,
Vancouver_208,Vancouver,Morton Park,0.2199306808341635,ChIJ__wzVS9yhlQRXRtamFaDvyY,exact,
Vancouver_209,Vancouver,Stanley Park,418.38437933456487,ChIJo-QmrYxxhlQRFuIJtJ1jSjY,manual,
Vancouver_210,Vancouver,Pandora Park,1.6683105971273458,ChIJEWq_7hhxhlQR_k-jUi4iX1I,exact,
Vancouver_211,Vancouver,Hastings Park - Sanctuary,4.2470978909020465,ChIJM8cCYt9whlQRY02U31n5pbs,manual,
