DAUID,db_count,db_pop_total,db_pop_reach_400,db_pop_reach_800,DA_reach_400,DA_reach_800
59150874,3.0,612.0,612.0,612.0,1.0,1.0
59150875,2.0,521.0,521.0,521.0,1.0,1.0
59150876,2.0,574.0,574.0,574.0,1.0,1.0
59150877,1.0,340.0,340.0,340.0,1.0,1.0
59150878,2.0,538.0,538.0,538.0,1.0,1.0
59150879,3.0,711.0,0.0,711.0,0.0,1.0
59150880,3.0,571.0,0.0,571.0,0.0,1.0
59150881,4.0,616.0,616.0,616.0,1.0,1.0
59150882,6.0,710.0,500.0,710.0,0.704225352112676,1.0
59150883,6.0,490.0,490.0,490.0,1.0,1.0
59150884,3.0,434.0,434.0,434.0,1.0,1.0
59150885,6.0,424.0,424.0,424.0,1.0,1.0
59150886,12.0,523.0,352.0,507.0,0.6730401529636711,0.9694072657743786
59150887,6.0,524.0,120.0,524.0,0.22900763358778625,1.0
59150888,4.0,451.0,0.0,451.0,0.0,1.0
59150889,5.0,483.0,139.0,483.0,0.28778467908902694,1.0
59150890,5.0,613.0,494.0,613.0,0.8058727569331158,1.0
59150891,4.0,526.0,526.0,526.0,1.0,1.0
59150892,6.0,409.0,82.0,409.0,0.20048899755501223,1.0
59150893,5.0,559.0,111.0,559.0,0.19856887298747763,1.0
59150894,5.0,619.0,278.0,619.0,0.4491114701130856,1.0
59150895,5.0,527.0,112.0,527.0,0.2125237191650854,1.0
59150896,4.0,547.0,0.0,547.0,0.0,1.0
59150897,5.0,601.0,601.0,601.0,1.0,1.0
59150898,6.0,521.0,153.0,521.0,0.29366602687140114,1.0
59150899,6.0,645.0,232.0,645.0,0.35968992248062015,1.0
59150900,4.0,427.0,131.0,427.0,0.30679156908665106,1.0
59150901,4.0,454.0,454.0,454.0,1.0,1.0
59150902,4.0,567.0,567.0,567.0,1.0,1.0
59150903,6.0,474.0,474.0,474.0,1.0,1.0
59150904,5.0,476.0,297.0,476.0,0.6239495798319328,1.0
59150905,6.0,528.0,253.0,528.0,0.4791666666666667,1.0
59150906,6.0,458.0,0.0,458.0,0.0,1.0
59150907,8.0,630.0,0.0,444.0,0.0,0.7047619047619048
59150908,5.0,530.0,151.0,530.0,0.2849056603773585,1.0
59150909,7.0,503.0,139.0,503.0,0.27634194831013914,1.0
59150910,7.0,474.0,149.0,474.0,0.3143459915611814,1.0
59150911,5.0,558.0,558.0,558.0,1.0,1.0
59150912,8.0,483.0,306.0,483.0,0.6335403726708074,1.0
59150913,8.0,516.0,516.0,516.0,1.0,1.0
59150914,7.0,460.0,409.0,460.0,0.8891304347826087,1.0
59150915,5.0,504.0,504.0,504.0,1.0,1.0
59150916,5.0,457.0,457.0,457.0,1.0,1.0
59150917,7.0,511.0,455.0,511.0,0.8904109589041096,1.0
59150918,5.0,437.0,437.0,437.0,1.0,1.0
59150919,5.0,477.0,477.0,477.0,1.0,1.0
59150920,5.0,486.0,392.0,486.0,0.8065843621399177,1.0
59150922,4.0,443.0,443.0,443.0,1.0,1.0
59150923,6.0,596.0,489.0,596.0,0.8204697986577181,1.0
59150924,4.0,552.0,374.0,552.0,0.677536231884058,1.0
59150925,4.0,564.0,363.0,564.0,0.6436170212765957,1.0
59150926,5.0,721.0,591.0,721.0,0.8196948682385575,1.0
59150927,5.0,604.0,394.0,604.0,0.652317880794702,1.0
59150928,4.0,473.0,473.0,473.0,1.0,1.0
59150929,5.0,398.0,87.0,398.0,0.2185929648241206,1.0
59150930,5.0,434.0,242.0,434.0,0.5576036866359447,1.0
59150931,7.0,495.0,495.0,495.0,1.0,1.0
59150932,9.0,407.0,341.0,407.0,0.8378378378378378,1.0
59150933,9.0,438.0,414.0,438.0,0.9452054794520548,1.0
59150934,9.0,435.0,385.0,435.0,0.8850574712643678,1.0
59150935,5.0,394.0,57.0,394.0,0.1446700507614213,1.0
59150953,13.0,556.0,161.0,434.0,0.289568345323741,0.7805755395683454
59150954,8.0,434.0,169.0,369.0,0.38940092165898615,0.8502304147465438
59150955,9.0,549.0,236.0,508.0,0.42987249544626593,0.9253187613843351
59150956,6.0,605.0,392.0,605.0,0.6479338842975206,1.0
59150957,5.0,471.0,0.0,471.0,0.0,1.0
59150958,4.0,393.0,0.0,393.0,0.0,1.0
59150959,6.0,543.0,0.0,471.0,0.0,0.8674033149171271
59150960,6.0,470.0,232.0,470.0,0.49361702127659574,1.0
59150961,6.0,493.0,493.0,493.0,1.0,1.0
59150962,6.0,458.0,458.0,458.0,1.0,1.0
59150963,6.0,505.0,489.0,505.0,0.9683168316831683,1.0
59150964,6.0,565.0,191.0,565.0,0.3380530973451327,1.0
59150965,5.0,436.0,343.0,436.0,0.786697247706422,1.0
59150966,6.0,553.0,553.0,553.0,1.0,1.0
59150967,8.0,581.0,581.0,581.0,1.0,1.0
59150968,6.0,564.0,564.0,564.0,1.0,1.0
59150969,8.0,580.0,580.0,580.0,1.0,1.0
59150970,7.0,507.0,507.0,507.0,1.0,1.0
59150971,6.0,502.0,369.0,502.0,0.7350597609561753,1.0
59150972,5.0,684.0,684.0,684.0,1.0,1.0
59150973,8.0,646.0,646.0,646.0,1.0,1.0
59150974,8.0,543.0,543.0,543.0,1.0,1.0
59150975,6.0,671.0,671.0,671.0,1.0,1.0
59150976,8.0,629.0,629.0,629.0,1.0,1.0
59150977,6.0,804.0,450.0,715.0,0.5597014925373134,0.8893034825870647
59150978,6.0,425.0,425.0,425.0,1.0,1.0
59150979,8.0,443.0,373.0,443.0,0.8419864559819413,1.0
59150980,8.0,500.0,71.0,500.0,0.142,1.0
59150981,7.0,443.0,216.0,443.0,0.48758465011286684,1.0
59150982,3.0,634.0,346.0,634.0,0.5457413249211357,1.0
59150983,9.0,630.0,216.0,492.0,0.34285714285714286,0.780952380952381
59150984,8.0,483.0,342.0,483.0,0.7080745341614907,1.0
59150985,12.0,621.0,86.0,404.0,0.13848631239935588,0.6505636070853462
59150986,8.0,484.0,0.0,0.0,0.0,0.0
59150987,11.0,937.0,657.0,937.0,0.7011739594450374,1.0
59151198,8.0,522.0,522.0,522.0,1.0,1.0
59151199,4.0,443.0,443.0,443.0,1.0,1.0
59151200,3.0,528.0,528.0,528.0,1.0,1.0
59151201,2.0,430.0,430.0,430.0,1.0,1.0
59151202,2.0,408.0,408.0,408.0,1.0,1.0
59151203,3.0,572.0,572.0,572.0,1.0,1.0
59151204,3.0,630.0,630.0,630.0,1.0,1.0
59151205,1.0,274.0,0.0,274.0,0.0,1.0
59151206,3.0,594.0,594.0,594.0,1.0,1.0
59151207,9.0,556.0,160.0,556.0,0.28776978417266186,1.0
59151208,10.0,814.0,0.0,704.0,0.0,0.8648648648648649
59151209,3.0,600.0,0.0,425.0,0.0,0.7083333333333334
59151211,2.0,483.0,483.0,483.0,1.0,1.0
59151213,2.0,656.0,0.0,656.0,0.0,1.0
59151214,3.0,585.0,130.0,585.0,0.2222222222222222,1.0
59151215,5.0,545.0,431.0,545.0,0.7908256880733945,1.0
59151216,2.0,667.0,667.0,667.0,1.0,1.0
59151217,3.0,400.0,225.0,400.0,0.5625,1.0
59151219,3.0,431.0,262.0,431.0,0.6078886310904872,1.0
59151220,4.0,479.0,0.0,217.0,0.0,0.453027139874739
59151221,1.0,765.0,0.0,765.0,0.0,1.0
59151222,4.0,612.0,0.0,612.0,0.0,1.0
59151223,6.0,704.0,304.0,704.0,0.4318181818181818,1.0
59151224,8.0,844.0,436.0,844.0,0.5165876777251185,1.0
59151225,6.0,533.0,407.0,533.0,0.7636022514071295,1.0
59151226,4.0,691.0,521.0,691.0,0.7539797395079595,1.0
59151227,4.0,620.0,0.0,620.0,0.0,1.0
59151228,3.0,625.0,625.0,625.0,1.0,1.0
59151229,1.0,857.0,857.0,857.0,1.0,1.0
59151230,2.0,385.0,385.0,385.0,1.0,1.0
59151231,3.0,342.0,342.0,342.0,1.0,1.0
59151234,2.0,259.0,0.0,259.0,0.0,1.0
59151236,3.0,1099.0,0.0,1099.0,0.0,1.0
59151351,2.0,763.0,0.0,763.0,0.0,1.0
59151352,2.0,386.0,386.0,386.0,1.0,1.0
59151353,2.0,453.0,322.0,453.0,0.7108167770419426,1.0
59151354,2.0,483.0,483.0,483.0,1.0,1.0
59151355,3.0,674.0,674.0,674.0,1.0,1.0
59151356,4.0,1202.0,40.0,1202.0,0.033277870216306155,1.0
59151357,3.0,647.0,471.0,647.0,0.7279752704791345,1.0
59151358,3.0,491.0,210.0,491.0,0.42769857433808556,1.0
59151359,5.0,579.0,0.0,579.0,0.0,1.0
59151360,4.0,558.0,159.0,558.0,0.2849462365591398,1.0
59151361,4.0,511.0,415.0,511.0,0.812133072407045,1.0
59151362,3.0,594.0,0.0,594.0,0.0,1.0
59151363,5.0,641.0,394.0,641.0,0.6146645865834633,1.0
59151364,5.0,690.0,690.0,690.0,1.0,1.0
59151365,4.0,522.0,522.0,522.0,1.0,1.0
59151366,5.0,508.0,387.0,508.0,0.7618110236220472,1.0
59151367,4.0,596.0,499.0,596.0,0.837248322147651,1.0
59151368,6.0,564.0,339.0,564.0,0.601063829787234,1.0
59151369,3.0,693.0,549.0,693.0,0.7922077922077922,1.0
59151370,6.0,738.0,0.0,738.0,0.0,1.0
59151371,4.0,696.0,487.0,696.0,0.6997126436781609,1.0
59151372,5.0,549.0,161.0,549.0,0.29326047358834245,1.0
59151373,4.0,778.0,778.0,778.0,1.0,1.0
59151407,9.0,559.0,559.0,559.0,1.0,1.0
59151408,2.0,439.0,439.0,439.0,1.0,1.0
59151409,5.0,550.0,128.0,550.0,0.23272727272727273,1.0
59151410,4.0,574.0,574.0,574.0,1.0,1.0
59151411,5.0,746.0,240.0,746.0,0.32171581769436997,1.0
59151412,5.0,588.0,588.0,588.0,1.0,1.0
59151413,5.0,696.0,552.0,696.0,0.7931034482758621,1.0
59151414,7.0,962.0,369.0,962.0,0.38357588357588357,1.0
59151415,7.0,647.0,443.0,647.0,0.6846986089644513,1.0
59151416,4.0,514.0,280.0,514.0,0.5447470817120622,1.0
59151417,4.0,486.0,486.0,486.0,1.0,1.0
59151418,3.0,526.0,95.0,526.0,0.1806083650190114,1.0
59151419,4.0,543.0,141.0,543.0,0.2596685082872928,1.0
59151420,5.0,586.0,246.0,586.0,0.4197952218430034,1.0
59151423,2.0,724.0,0.0,724.0,0.0,1.0
59151424,9.0,595.0,87.0,595.0,0.146218487394958,1.0
59151425,9.0,589.0,407.0,589.0,0.6910016977928692,1.0
59151426,6.0,565.0,565.0,565.0,1.0,1.0
59151427,5.0,585.0,251.0,585.0,0.42905982905982903,1.0
59151428,5.0,482.0,308.0,482.0,0.6390041493775933,1.0
59151429,7.0,588.0,588.0,588.0,1.0,1.0
59151430,4.0,433.0,433.0,433.0,1.0,1.0
59151432,8.0,575.0,462.0,575.0,0.8034782608695652,1.0
59151433,6.0,447.0,447.0,447.0,1.0,1.0
59151434,6.0,442.0,390.0,442.0,0.8823529411764706,1.0
59151435,5.0,508.0,508.0,508.0,1.0,1.0
59151436,5.0,461.0,461.0,461.0,1.0,1.0
59151437,4.0,387.0,387.0,387.0,1.0,1.0
59151438,2.0,430.0,430.0,430.0,1.0,1.0
59151439,6.0,426.0,365.0,426.0,0.8568075117370892,1.0
59151440,3.0,416.0,236.0,416.0,0.5673076923076923,1.0
59151441,4.0,502.0,411.0,502.0,0.8187250996015937,1.0
59151442,4.0,535.0,120.0,535.0,0.22429906542056074,1.0
59151443,8.0,499.0,246.0,499.0,0.49298597194388777,1.0
59151444,10.0,923.0,923.0,923.0,1.0,1.0
59151448,6.0,664.0,614.0,664.0,0.9246987951807228,1.0
59151449,4.0,528.0,528.0,528.0,1.0,1.0
59151450,3.0,671.0,575.0,671.0,0.856929955290611,1.0
59151451,3.0,690.0,690.0,690.0,1.0,1.0
59151452,4.0,562.0,273.0,562.0,0.48576512455516013,1.0
59151453,4.0,572.0,138.0,572.0,0.24125874125874125,1.0
59151454,3.0,580.0,367.0,580.0,0.6327586206896552,1.0
59151455,4.0,893.0,173.0,893.0,0.1937290033594625,1.0
59151456,3.0,760.0,760.0,760.0,1.0,1.0
59151457,3.0,485.0,277.0,485.0,0.5711340206185567,1.0
59151458,3.0,599.0,108.0,599.0,0.18030050083472454,1.0
59151459,2.0,524.0,524.0,524.0,1.0,1.0
59151460,2.0,434.0,434.0,434.0,1.0,1.0
59151461,4.0,591.0,591.0,591.0,1.0,1.0
59151463,3.0,369.0,369.0,369.0,1.0,1.0
59151464,2.0,495.0,234.0,495.0,0.4727272727272727,1.0
59151465,3.0,536.0,536.0,536.0,1.0,1.0
59151467,1.0,514.0,514.0,514.0,1.0,1.0
59151469,3.0,723.0,602.0,723.0,0.8326417704011065,1.0
59151470,3.0,678.0,0.0,678.0,0.0,1.0
59151471,5.0,658.0,0.0,658.0,0.0,1.0
59151472,8.0,603.0,0.0,603.0,0.0,1.0
59151473,4.0,679.0,159.0,679.0,0.2341678939617084,1.0
59151474,5.0,630.0,341.0,630.0,0.5412698412698412,1.0
59151475,5.0,747.0,425.0,747.0,0.5689424364123159,1.0
59151476,4.0,767.0,0.0,356.0,0.0,0.4641460234680574
59151477,6.0,856.0,575.0,856.0,0.6717289719626168,1.0
59151478,6.0,679.0,679.0,679.0,1.0,1.0
59151479,4.0,618.0,496.0,618.0,0.8025889967637541,1.0
59151483,3.0,597.0,0.0,597.0,0.0,1.0
59151484,5.0,410.0,118.0,410.0,0.28780487804878047,1.0
59151485,6.0,612.0,612.0,612.0,1.0,1.0
59151486,5.0,735.0,735.0,735.0,1.0,1.0
59152941,11.0,4198.0,2958.0,4198.0,0.704621248213435,1.0
59152942,3.0,1468.0,1468.0,1468.0,1.0,1.0
59152943,3.0,626.0,548.0,626.0,0.8753993610223643,1.0
59152944,1.0,646.0,646.0,646.0,1.0,1.0
59152945,2.0,1307.0,1307.0,1307.0,1.0,1.0
59152946,3.0,833.0,833.0,833.0,1.0,1.0
59153075,3.0,423.0,423.0,423.0,1.0,1.0
59153076,3.0,237.0,237.0,237.0,1.0,1.0
59153077,3.0,440.0,440.0,440.0,1.0,1.0
59153078,2.0,695.0,695.0,695.0,1.0,1.0
59153079,2.0,514.0,259.0,514.0,0.5038910505836576,1.0
59153080,3.0,539.0,130.0,539.0,0.24118738404452691,1.0
59153081,3.0,442.0,0.0,442.0,0.0,1.0
59153082,3.0,356.0,356.0,356.0,1.0,1.0
59153083,6.0,337.0,337.0,337.0,1.0,1.0
59153084,4.0,637.0,637.0,637.0,1.0,1.0
59153085,3.0,552.0,552.0,552.0,1.0,1.0
59153086,2.0,660.0,334.0,660.0,0.5060606060606061,1.0
59153087,3.0,797.0,0.0,797.0,0.0,1.0
59153088,1.0,688.0,0.0,0.0,0.0,0.0
59153089,3.0,787.0,0.0,787.0,0.0,1.0
59153090,3.0,785.0,0.0,785.0,0.0,1.0
59153091,1.0,587.0,0.0,587.0,0.0,1.0
59153092,2.0,451.0,222.0,451.0,0.49223946784922396,1.0
59153093,4.0,659.0,240.0,659.0,0.36418816388467373,1.0
59153094,2.0,487.0,0.0,487.0,0.0,1.0
59153095,5.0,588.0,128.0,588.0,0.21768707482993196,1.0
59153096,3.0,592.0,0.0,251.0,0.0,0.4239864864864865
59153097,14.0,1252.0,1073.0,1247.0,0.8570287539936102,0.9960063897763578
59153098,3.0,488.0,0.0,488.0,0.0,1.0
59153123,2.0,587.0,0.0,587.0,0.0,1.0
59153124,1.0,306.0,306.0,306.0,1.0,1.0
59153132,7.0,1360.0,1310.0,1360.0,0.9632352941176471,1.0
59153133,4.0,666.0,489.0,666.0,0.7342342342342343,1.0
59153134,2.0,604.0,0.0,604.0,0.0,1.0
59153135,3.0,855.0,158.0,855.0,0.1847953216374269,1.0
59153136,3.0,993.0,0.0,993.0,0.0,1.0
59153137,2.0,647.0,0.0,647.0,0.0,1.0
59153138,3.0,546.0,0.0,546.0,0.0,1.0
59153139,2.0,486.0,0.0,486.0,0.0,1.0
59153140,4.0,810.0,487.0,810.0,0.6012345679012345,1.0
59153144,3.0,796.0,796.0,796.0,1.0,1.0
59153151,7.0,632.0,532.0,632.0,0.8417721518987342,1.0
59153152,5.0,939.0,0.0,939.0,0.0,1.0
59153153,3.0,905.0,0.0,905.0,0.0,1.0
59153154,1.0,805.0,0.0,805.0,0.0,1.0
59153155,6.0,763.0,91.0,763.0,0.11926605504587157,1.0
59153156,3.0,317.0,317.0,317.0,1.0,1.0
59153157,4.0,597.0,597.0,597.0,1.0,1.0
59153158,5.0,793.0,793.0,793.0,1.0,1.0
59153159,4.0,652.0,518.0,652.0,0.7944785276073619,1.0
59153160,5.0,739.0,643.0,739.0,0.8700947225981055,1.0
59153161,3.0,551.0,551.0,551.0,1.0,1.0
59153162,2.0,528.0,528.0,528.0,1.0,1.0
59153163,5.0,396.0,307.0,396.0,0.7752525252525253,1.0
59153164,7.0,2058.0,1636.0,2058.0,0.7949465500485908,1.0
59153165,3.0,499.0,499.0,499.0,1.0,1.0
59153166,9.0,1072.0,1072.0,1072.0,1.0,1.0
59153167,8.0,606.0,606.0,606.0,1.0,1.0
59153168,2.0,1139.0,1139.0,1139.0,1.0,1.0
59153171,2.0,744.0,744.0,744.0,1.0,1.0
59153172,1.0,571.0,571.0,571.0,1.0,1.0
59153181,17.0,977.0,448.0,977.0,0.458546571136131,1.0
59153182,1.0,429.0,429.0,429.0,1.0,1.0
59153183,5.0,647.0,647.0,647.0,1.0,1.0
59153184,4.0,677.0,677.0,677.0,1.0,1.0
59153185,3.0,458.0,458.0,458.0,1.0,1.0
59153186,3.0,472.0,472.0,472.0,1.0,1.0
59153187,1.0,889.0,889.0,889.0,1.0,1.0
59153188,6.0,225.0,225.0,225.0,1.0,1.0
59153189,14.0,506.0,232.0,506.0,0.45849802371541504,1.0
59153190,11.0,657.0,657.0,657.0,1.0,1.0
59153191,4.0,505.0,505.0,505.0,1.0,1.0
59153192,2.0,488.0,488.0,488.0,1.0,1.0
59153193,2.0,720.0,720.0,720.0,1.0,1.0
59153194,1.0,361.0,361.0,361.0,1.0,1.0
59153195,1.0,371.0,0.0,371.0,0.0,1.0
59153196,2.0,499.0,499.0,499.0,1.0,1.0
59153197,18.0,476.0,0.0,476.0,0.0,1.0
59153198,5.0,527.0,527.0,527.0,1.0,1.0
59153199,2.0,453.0,453.0,453.0,1.0,1.0
59153200,10.0,669.0,664.0,669.0,0.992526158445441,1.0
59153201,4.0,556.0,556.0,556.0,1.0,1.0
59153202,2.0,460.0,460.0,460.0,1.0,1.0
59153203,2.0,554.0,554.0,554.0,1.0,1.0
59153204,2.0,404.0,404.0,404.0,1.0,1.0
59153205,3.0,388.0,388.0,388.0,1.0,1.0
59153206,2.0,569.0,569.0,569.0,1.0,1.0
59153207,3.0,486.0,486.0,486.0,1.0,1.0
59153208,5.0,611.0,611.0,611.0,1.0,1.0
59153209,6.0,470.0,470.0,470.0,1.0,1.0
59153210,5.0,515.0,515.0,515.0,1.0,1.0
59153211,4.0,462.0,462.0,462.0,1.0,1.0
59153212,4.0,425.0,425.0,425.0,1.0,1.0
59153213,6.0,596.0,596.0,596.0,1.0,1.0
59153214,10.0,658.0,658.0,658.0,1.0,1.0
59153215,18.0,990.0,990.0,990.0,1.0,1.0
59153216,7.0,789.0,789.0,789.0,1.0,1.0
59153217,6.0,545.0,341.0,545.0,0.6256880733944954,1.0
59153218,6.0,478.0,355.0,478.0,0.7426778242677824,1.0
59153219,4.0,513.0,513.0,513.0,1.0,1.0
59153220,4.0,409.0,246.0,409.0,0.6014669926650367,1.0
59153221,4.0,607.0,482.0,607.0,0.7940691927512356,1.0
59153222,12.0,679.0,679.0,679.0,1.0,1.0
59153223,7.0,483.0,416.0,483.0,0.8612836438923396,1.0
59153224,7.0,791.0,0.0,791.0,0.0,1.0
59153225,6.0,584.0,0.0,584.0,0.0,1.0
59153226,6.0,634.0,437.0,634.0,0.6892744479495269,1.0
59153227,6.0,697.0,697.0,697.0,1.0,1.0
59153228,4.0,508.0,0.0,508.0,0.0,1.0
59153229,4.0,574.0,0.0,574.0,0.0,1.0
59153230,6.0,748.0,619.0,748.0,0.8275401069518716,1.0
59153231,4.0,477.0,477.0,477.0,1.0,1.0
59153232,8.0,561.0,466.0,561.0,0.8306595365418895,1.0
59153246,2.0,1082.0,0.0,1082.0,0.0,1.0
59153249,7.0,722.0,722.0,722.0,1.0,1.0
59153250,13.0,493.0,493.0,493.0,1.0,1.0
59153251,5.0,877.0,327.0,877.0,0.3728620296465222,1.0
59153252,6.0,688.0,82.0,688.0,0.11918604651162791,1.0
59153253,11.0,437.0,352.0,437.0,0.8054919908466819,1.0
59153254,12.0,387.0,255.0,387.0,0.6589147286821705,1.0
59153255,12.0,637.0,321.0,637.0,0.5039246467817896,1.0
59153256,5.0,548.0,324.0,548.0,0.5912408759124088,1.0
59153257,5.0,619.0,509.0,619.0,0.8222940226171244,1.0
59153258,5.0,606.0,149.0,606.0,0.24587458745874588,1.0
59153259,2.0,532.0,0.0,532.0,0.0,1.0
59153261,4.0,664.0,632.0,664.0,0.9518072289156626,1.0
59153262,1.0,869.0,869.0,869.0,1.0,1.0
59153263,4.0,652.0,381.0,652.0,0.5843558282208589,1.0
59153264,3.0,405.0,268.0,405.0,0.6617283950617284,1.0
59153265,5.0,597.0,597.0,597.0,1.0,1.0
59153266,9.0,836.0,836.0,836.0,1.0,1.0
59153267,3.0,697.0,431.0,697.0,0.6183644189383071,1.0
59153268,4.0,571.0,571.0,571.0,1.0,1.0
59153269,4.0,418.0,350.0,418.0,0.8373205741626795,1.0
59153270,5.0,510.0,204.0,510.0,0.4,1.0
59153271,7.0,570.0,0.0,492.0,0.0,0.8631578947368421
59153272,5.0,539.0,274.0,539.0,0.5083487940630798,1.0
59153273,5.0,671.0,0.0,671.0,0.0,1.0
59153274,3.0,675.0,0.0,675.0,0.0,1.0
59153275,2.0,642.0,642.0,642.0,1.0,1.0
59153276,4.0,588.0,226.0,588.0,0.3843537414965986,1.0
59153277,2.0,456.0,456.0,456.0,1.0,1.0
59153278,2.0,400.0,239.0,400.0,0.5975,1.0
59153279,4.0,500.0,146.0,500.0,0.292,1.0
59153280,6.0,630.0,214.0,630.0,0.3396825396825397,1.0
59153281,5.0,671.0,671.0,671.0,1.0,1.0
59153282,4.0,608.0,608.0,608.0,1.0,1.0
59153283,5.0,593.0,593.0,593.0,1.0,1.0
59153284,3.0,507.0,336.0,507.0,0.6627218934911243,1.0
59153285,3.0,526.0,181.0,526.0,0.344106463878327,1.0
59153286,2.0,395.0,395.0,395.0,1.0,1.0
59153287,4.0,702.0,144.0,702.0,0.20512820512820512,1.0
59153288,4.0,724.0,477.0,724.0,0.6588397790055248,1.0
59153289,3.0,570.0,570.0,570.0,1.0,1.0
59153290,3.0,667.0,546.0,667.0,0.8185907046476761,1.0
59153291,5.0,662.0,302.0,662.0,0.4561933534743202,1.0
59153292,4.0,675.0,183.0,675.0,0.27111111111111114,1.0
59153293,3.0,491.0,0.0,491.0,0.0,1.0
59153295,6.0,738.0,508.0,738.0,0.6883468834688347,1.0
59153296,3.0,686.0,686.0,686.0,1.0,1.0
59153297,3.0,1017.0,1017.0,1017.0,1.0,1.0
59153298,3.0,612.0,612.0,612.0,1.0,1.0
59153299,3.0,565.0,366.0,565.0,0.647787610619469,1.0
59153300,4.0,486.0,356.0,486.0,0.7325102880658436,1.0
59153301,2.0,437.0,0.0,437.0,0.0,1.0
59153302,2.0,470.0,0.0,470.0,0.0,1.0
59153303,3.0,481.0,0.0,481.0,0.0,1.0
59153304,4.0,1421.0,1087.0,1421.0,0.764954257565095,1.0
59153305,6.0,779.0,156.0,779.0,0.20025673940949937,1.0
59153306,5.0,864.0,864.0,864.0,1.0,1.0
59153307,4.0,436.0,436.0,436.0,1.0,1.0
59153308,4.0,741.0,650.0,741.0,0.8771929824561403,1.0
59153370,2.0,911.0,911.0,911.0,1.0,1.0
59153371,1.0,842.0,842.0,842.0,1.0,1.0
59153372,2.0,957.0,957.0,957.0,1.0,1.0
59153373,2.0,1305.0,1305.0,1305.0,1.0,1.0
59153394,4.0,1238.0,1238.0,1238.0,1.0,1.0
59153400,3.0,903.0,903.0,903.0,1.0,1.0
59153464,6.0,1622.0,1622.0,1622.0,1.0,1.0
59153466,13.0,693.0,457.0,693.0,0.6594516594516594,1.0
59153467,2.0,970.0,970.0,970.0,1.0,1.0
59153469,3.0,1035.0,1035.0,1035.0,1.0,1.0
59153470,5.0,853.0,853.0,853.0,1.0,1.0
59153471,3.0,1359.0,1359.0,1359.0,1.0,1.0
59153472,2.0,431.0,431.0,431.0,1.0,1.0
59153473,1.0,502.0,502.0,502.0,1.0,1.0
59153474,2.0,908.0,908.0,908.0,1.0,1.0
59153476,4.0,727.0,727.0,727.0,1.0,1.0
59153477,1.0,489.0,489.0,489.0,1.0,1.0
59153479,2.0,1126.0,1126.0,1126.0,1.0,1.0
59153480,1.0,676.0,676.0,676.0,1.0,1.0
59153481,1.0,935.0,935.0,935.0,1.0,1.0
59153482,1.0,699.0,699.0,699.0,1.0,1.0
59153483,4.0,869.0,869.0,869.0,1.0,1.0
59153490,1.0,1574.0,1574.0,1574.0,1.0,1.0
59153491,2.0,1056.0,1056.0,1056.0,1.0,1.0
59153492,2.0,588.0,588.0,588.0,1.0,1.0
59153498,2.0,728.0,728.0,728.0,1.0,1.0
59153499,1.0,1132.0,1132.0,1132.0,1.0,1.0
59153500,1.0,429.0,429.0,429.0,1.0,1.0
59153539,1.0,1176.0,1176.0,1176.0,1.0,1.0
59153540,3.0,578.0,293.0,578.0,0.5069204152249135,1.0
59153552,8.0,938.0,928.0,938.0,0.9893390191897654,1.0
59153553,2.0,538.0,538.0,538.0,1.0,1.0
59153562,2.0,440.0,440.0,440.0,1.0,1.0
59153578,4.0,630.0,630.0,630.0,1.0,1.0
59153579,1.0,506.0,506.0,506.0,1.0,1.0
59153580,3.0,835.0,316.0,835.0,0.3784431137724551,1.0
59153581,2.0,694.0,694.0,694.0,1.0,1.0
59153582,2.0,1396.0,832.0,1396.0,0.5959885386819485,1.0
59153583,3.0,1001.0,1001.0,1001.0,1.0,1.0
59153585,8.0,1256.0,1256.0,1256.0,1.0,1.0
59153586,19.0,1105.0,1105.0,1105.0,1.0,1.0
59153587,1.0,750.0,750.0,750.0,1.0,1.0
59153588,2.0,883.0,883.0,883.0,1.0,1.0
59153589,2.0,905.0,905.0,905.0,1.0,1.0
59153590,1.0,430.0,430.0,430.0,1.0,1.0
59153591,2.0,867.0,867.0,867.0,1.0,1.0
59153668,1.0,351.0,351.0,351.0,1.0,1.0
59153669,1.0,347.0,347.0,347.0,1.0,1.0
59153670,1.0,677.0,677.0,677.0,1.0,1.0
59153671,1.0,403.0,403.0,403.0,1.0,1.0
59153672,1.0,637.0,637.0,637.0,1.0,1.0
59153673,1.0,667.0,667.0,667.0,1.0,1.0
59153674,2.0,609.0,609.0,609.0,1.0,1.0
59153675,1.0,695.0,695.0,695.0,1.0,1.0
59153676,3.0,788.0,788.0,788.0,1.0,1.0
59153677,1.0,429.0,0.0,429.0,0.0,1.0
59153678,1.0,603.0,603.0,603.0,1.0,1.0
59153679,4.0,967.0,967.0,967.0,1.0,1.0
59153680,1.0,784.0,784.0,784.0,1.0,1.0
59153681,2.0,948.0,948.0,948.0,1.0,1.0
59153682,2.0,683.0,0.0,683.0,0.0,1.0
59153683,2.0,1302.0,1302.0,1302.0,1.0,1.0
59153684,2.0,779.0,779.0,779.0,1.0,1.0
59153685,1.0,483.0,483.0,483.0,1.0,1.0
59153686,15.0,886.0,886.0,886.0,1.0,1.0
59153687,5.0,621.0,621.0,621.0,1.0,1.0
59153688,4.0,822.0,822.0,822.0,1.0,1.0
59153689,16.0,775.0,775.0,775.0,1.0,1.0
59153690,3.0,439.0,439.0,439.0,1.0,1.0
