DAUID,DGUID,LANDAREA,PRUID,db_count,db_pop_total,db_pop_reach_400,db_pop_reach_800,DA_reach_400,DA_reach_800,n_unique_parks,area_raw,area_cap20,area_cap10,qty_raw,qty_cap20,qty_cap10,reach_cat,qty_cat,supply_type,salience,satisfaction_sentiment,satisfaction_star,coverage_pct,n_reachable_parks,n_qualifying_parks,experience_hi,divergence_type,supply_binary,divergence_2x2,medhhinc,pop_total,pct_visible_minority,pct_age_65plus,pct_LIM_AT,pct_immigrant,pct_bachelor_plus,inc_LIM_AT,inc_totalpop,immigrant_immigrant,immigrant_totalpop,education_bachelor_plus,education_totalpop,ale16_08,inc_stratum,vm_stratum,age_stratum,limat_stratum,immigrant_stratum,edu_stratum,ale_stratum
59150924,2021S051259150924,0.091,59,4.0,552.0,374.0,552.0,0.677536231884058,1.0,1,511.01,20.0,10.0,925.7485,36.2319,18.1159,0,1,LH,,,,,0,0,0,LH_low_exp,0,LL,62400.0,552.0,46.5,18.1,46.6,34.3,54.8,135.0,290.0,170.0,495.0,255.0,465.0,54.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150925,2021S051259150925,0.0859,59,4.0,564.0,363.0,564.0,0.6436170212765957,1.0,2,514.77,23.75,13.75,912.7054,42.1147,24.3842,0,1,LH,313.8298,0.8082,4.6,100.0,1,1,1,LH_high_exp,0,LH,68500.0,564.0,37.4,20.4,38.2,36.9,53.2,105.0,275.0,225.0,610.0,295.0,555.0,56.0,Middle income,Mid VM (20-50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150926,2021S051259150926,0.1085,59,5.0,721.0,591.0,721.0,0.8196948682385575,1.0,1,3.75,3.75,3.75,5.2048,5.2048,5.2048,1,1,HH,245.4924,0.8082,4.6,100.0,1,1,1,HH_high_exp,1,HH,88000.0,721.0,38.8,16.0,29.0,38.2,63.2,100.0,345.0,290.0,760.0,420.0,665.0,64.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150927,2021S051259150927,0.1122,59,5.0,604.0,394.0,604.0,0.652317880794702,1.0,2,514.77,23.75,13.75,852.2613,39.3256,22.7693,0,1,LH,293.0464,0.8082,4.6,100.0,1,1,1,LH_high_exp,0,LH,95000.0,604.0,51.7,19.9,37.3,49.2,61.2,95.0,255.0,295.0,600.0,315.0,515.0,66.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150928,2021S051259150928,0.0903,59,4.0,473.0,473.0,473.0,1.0,1.0,1,511.01,20.0,10.0,1080.3661,42.2833,21.1416,1,1,HH,,,,,0,0,0,HH_low_exp,1,HL,130000.0,473.0,37.2,18.0,38.2,35.4,79.1,65.0,170.0,140.0,395.0,265.0,335.0,71.0,High income,Mid VM (20-50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150929,2021S051259150929,0.0946,59,5.0,398.0,87.0,398.0,0.2185929648241206,1.0,1,3.75,3.75,3.75,9.4288,9.4288,9.4288,0,1,LH,444.7236,0.8082,4.6,100.0,1,1,1,LH_high_exp,0,LH,121000.0,398.0,24.7,22.6,29.0,40.8,67.6,45.0,155.0,155.0,380.0,230.0,340.0,71.0,Middle income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150930,2021S051259150930,0.1131,59,5.0,434.0,242.0,434.0,0.5576036866359447,1.0,2,4.15,4.15,4.15,9.5616,9.5616,9.5616,0,1,LH,631.3364,0.7284,4.25,100.0,2,2,1,LH_high_exp,0,LH,164000.0,434.0,59.0,23.0,23.3,40.3,72.5,35.0,150.0,155.0,385.0,250.0,345.0,74.0,High income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150931,2021S051259150931,0.1578,59,7.0,495.0,495.0,495.0,1.0,1.0,3,66.72,38.49,23.75,134.7946,77.7534,47.9852,1,1,HH,585.8586,0.7992,4.5333,75.0,4,3,1,HH_high_exp,1,HH,140000.0,495.0,42.1,30.3,32.5,48.4,62.7,65.0,200.0,230.0,475.0,260.0,415.0,80.0,High income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150932,2021S051259150932,0.3498,59,9.0,407.0,341.0,407.0,0.8378378378378378,1.0,3,63.37,35.13,20.4,155.6947,86.3203,50.1157,1,1,HH,515.9705,0.746,4.3,75.0,4,3,1,HH_high_exp,1,HH,192000.0,407.0,35.0,33.2,21.9,32.5,54.2,35.0,160.0,130.0,400.0,195.0,360.0,46.0,High income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150933,2021S051259150933,0.1542,59,9.0,438.0,414.0,438.0,0.9452054794520548,1.0,2,15.13,15.13,10.4,34.5487,34.5487,23.7376,1,1,HH,468.0365,0.746,4.3,100.0,3,3,1,HH_high_exp,1,HH,159000.0,438.0,40.9,28.5,36.4,43.2,56.6,60.0,165.0,190.0,440.0,215.0,380.0,69.0,High income,Mid VM (20-50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150934,2021S051259150934,0.6545,59,9.0,435.0,385.0,435.0,0.8850574712643678,1.0,3,525.94,34.92,20.4,1209.049,80.2831,46.8898,1,1,HH,365.5172,0.6802,4.05,100.0,2,2,0,HH_low_exp,1,HL,206000.0,435.0,47.2,23.0,56.7,38.6,55.1,85.0,150.0,170.0,440.0,215.0,390.0,15.0,High income,Mid VM (20-50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150935,2021S051259150935,0.1136,59,5.0,394.0,57.0,394.0,0.1446700507614213,1.0,1,0.4,0.4,0.4,1.0078,1.0078,1.0078,0,0,LL,246.1929,0.6485,3.9,100.0,1,1,0,LL_low_exp,0,LL,129000.0,394.0,43.2,21.6,31.0,32.9,67.6,45.0,145.0,135.0,410.0,230.0,340.0,58.0,High income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150953,2021S051259150953,1.6605,59,13.0,556.0,161.0,434.0,0.289568345323741,0.7805755395683454,2,3.07,3.07,3.07,5.516,5.516,5.516,0,1,LH,339.9281,0.6342,4.2,50.0,2,1,0,LH_low_exp,0,LL,222000.0,556.0,26.2,21.6,25.6,29.3,41.7,50.0,195.0,180.0,615.0,225.0,540.0,12.0,High income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Low immigrant (<30%),Mid education (30-50%),Low ALE
59150954,2021S051259150954,0.4363,59,8.0,434.0,169.0,369.0,0.3894009216589861,0.8502304147465438,2,2.68,2.68,2.68,6.1745,6.1745,6.1745,0,1,LH,412.4424,0.6342,4.2,50.0,2,1,0,LH_low_exp,0,LL,212000.0,434.0,47.8,18.4,27.6,34.8,61.9,40.0,145.0,120.0,345.0,195.0,315.0,26.0,High income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150955,2021S051259150955,0.1835,59,9.0,549.0,236.0,508.0,0.4298724954462659,0.9253187613843352,2,3.92,3.92,3.92,7.1476,7.1476,7.1476,0,1,LH,318.7614,0.6342,4.2,50.0,2,1,0,LH_low_exp,0,LL,143000.0,549.0,48.3,20.9,29.3,36.4,60.6,60.0,205.0,215.0,590.0,285.0,470.0,58.0,High income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150956,2021S051259150956,0.126,59,6.0,605.0,392.0,605.0,0.6479338842975206,1.0,1,2.43,2.43,2.43,4.014,4.014,4.014,0,0,LL,287.6033,0.6342,4.2,100.0,1,1,0,LL_low_exp,0,LL,106000.0,605.0,64.7,24.0,35.4,48.1,58.3,85.0,240.0,320.0,665.0,315.0,540.0,43.0,Middle income,High VM (>50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150957,2021S051259150957,0.1639,59,5.0,471.0,0.0,471.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,113000.0,471.0,69.5,19.1,25.0,47.4,60.7,40.0,160.0,225.0,475.0,255.0,420.0,44.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150958,2021S051259150958,0.0963,59,4.0,393.0,0.0,393.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,119000.0,393.0,58.0,19.1,25.0,42.0,55.6,35.0,140.0,145.0,345.0,175.0,315.0,41.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150959,2021S051259150959,0.1272,59,6.0,543.0,0.0,471.0,0.0,0.8674033149171271,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,136000.0,543.0,54.2,19.3,18.4,36.1,64.3,35.0,190.0,195.0,540.0,315.0,490.0,30.0,High income,High VM (>50%),Mid age (10-20% 65+),Low poverty (<20%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150960,2021S051259150960,0.1315,59,6.0,470.0,232.0,470.0,0.4936170212765957,1.0,1,4.9,4.9,4.9,10.4228,10.4228,10.4228,0,1,LH,593.617,0.7354,4.4,100.0,1,1,1,LH_high_exp,0,LH,143000.0,470.0,47.2,16.0,51.6,42.5,40.7,80.0,155.0,155.0,365.0,120.0,295.0,60.0,High income,Mid VM (20-50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150961,2021S051259150961,0.1726,59,6.0,493.0,493.0,493.0,1.0,1.0,1,4.9,4.9,4.9,9.9365,9.9365,9.9365,1,1,HH,565.9229,0.7354,4.4,100.0,1,1,1,HH_high_exp,1,HH,147000.0,493.0,33.0,21.3,22.2,29.2,62.5,40.0,180.0,155.0,530.0,300.0,480.0,62.0,High income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Low immigrant (<30%),High education (>50%),Low ALE
59150962,2021S051259150962,0.121,59,6.0,458.0,458.0,458.0,1.0,1.0,2,5.04,5.04,5.04,10.9939,10.9939,10.9939,1,1,HH,672.4891,0.6888,4.5,100.0,2,2,0,HH_low_exp,1,HL,127000.0,458.0,38.9,19.7,40.6,35.8,68.8,65.0,160.0,170.0,475.0,275.0,400.0,25.0,High income,Mid VM (20-50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150963,2021S051259150963,0.1047,59,6.0,505.0,489.0,505.0,0.9683168316831684,1.0,1,4.9,4.9,4.9,9.7004,9.7004,9.7004,1,1,HH,552.4752,0.7354,4.4,100.0,1,1,1,HH_high_exp,1,HH,136000.0,505.0,46.9,20.8,45.7,40.0,54.4,80.0,175.0,190.0,475.0,215.0,395.0,51.0,High income,Mid VM (20-50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150964,2021S051259150964,0.1536,59,6.0,565.0,191.0,565.0,0.3380530973451327,1.0,1,4.86,4.86,4.86,8.61,8.61,8.61,0,1,LH,152.2124,0.8351,4.5,100.0,1,1,1,LH_high_exp,0,LH,40400.0,565.0,42.5,47.8,48.5,45.8,43.9,160.0,330.0,275.0,600.0,235.0,535.0,40.0,Low income,Mid VM (20-50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150965,2021S051259150965,0.0898,59,5.0,436.0,343.0,436.0,0.786697247706422,1.0,2,5.63,5.63,5.63,12.9211,12.9211,12.9211,0,1,LH,238.5321,0.8351,4.5,50.0,2,1,1,LH_high_exp,0,LH,97000.0,436.0,65.4,14.9,48.4,39.8,51.6,75.0,155.0,215.0,540.0,235.0,455.0,46.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150966,2021S051259150966,0.1082,59,6.0,553.0,553.0,553.0,1.0,1.0,2,9.11,9.11,9.11,16.4711,16.4711,16.4711,1,1,HH,2218.8065,0.824,4.55,100.0,2,2,1,HH_high_exp,1,HH,94000.0,553.0,77.0,17.2,35.9,63.2,51.5,70.0,195.0,360.0,570.0,255.0,495.0,46.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),High education (>50%),Low ALE
59150967,2021S051259150967,0.1281,59,8.0,581.0,581.0,581.0,1.0,1.0,1,4.24,4.24,4.24,7.3044,7.3044,7.3044,1,1,HH,1963.8554,0.8129,4.6,100.0,1,1,1,HH_high_exp,1,HH,89000.0,581.0,65.7,18.1,37.2,55.7,50.0,80.0,215.0,295.0,530.0,240.0,480.0,132.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Mid ALE
59150968,2021S051259150968,0.2131,59,6.0,564.0,564.0,564.0,1.0,1.0,1,4.24,4.24,4.24,7.5245,7.5245,7.5245,1,1,HH,2023.0496,0.8129,4.6,100.0,1,1,1,HH_high_exp,1,HH,98000.0,564.0,54.8,15.1,59.0,44.7,53.0,115.0,195.0,210.0,470.0,220.0,415.0,128.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Mid ALE
59150969,2021S051259150969,0.1535,59,8.0,580.0,580.0,580.0,1.0,1.0,2,5.01,5.01,5.01,8.6427,8.6427,8.6427,1,1,HH,1998.2759,0.8129,4.6,50.0,2,1,1,HH_high_exp,1,HH,153000.0,580.0,45.2,19.0,30.0,34.8,58.7,60.0,200.0,235.0,675.0,320.0,545.0,65.0,High income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150970,2021S051259150970,0.1425,59,7.0,507.0,507.0,507.0,1.0,1.0,1,0.77,0.77,0.77,1.5166,1.5166,1.5166,1,0,HL,35.503,,,0.0,1,0,0,HL_low_exp,0,LL,140000.0,507.0,43.3,23.7,33.3,42.7,56.4,65.0,195.0,220.0,515.0,265.0,470.0,76.0,High income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150971,2021S051259150971,0.1658,59,6.0,502.0,369.0,502.0,0.7350597609561753,1.0,1,4.9,4.9,4.9,9.7584,9.7584,9.7584,0,1,LH,555.7769,0.7354,4.4,100.0,1,1,1,LH_high_exp,0,LH,135000.0,502.0,47.0,22.9,38.5,45.2,58.8,75.0,195.0,260.0,575.0,300.0,510.0,59.0,High income,Mid VM (20-50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150972,2021S051259150972,0.1359,59,5.0,684.0,684.0,684.0,1.0,1.0,1,0.14,0.14,0.14,0.2078,0.2078,0.2078,1,0,HL,0.0,,,0.0,1,0,0,HL_low_exp,0,LL,87000.0,684.0,40.8,29.2,45.1,46.2,61.9,115.0,255.0,275.0,595.0,325.0,525.0,101.0,Middle income,Mid VM (20-50%),Older (>20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Mid ALE
59150973,2021S051259150973,0.1181,59,8.0,646.0,646.0,646.0,1.0,1.0,2,1.76,1.76,1.76,2.7186,2.7186,2.7186,1,0,HL,1066.5635,0.771,4.5,50.0,2,1,1,HL_high_exp,0,LH,144000.0,646.0,41.5,14.7,25.5,26.8,57.1,60.0,235.0,165.0,615.0,280.0,490.0,142.0,High income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Low immigrant (<30%),High education (>50%),Mid ALE
59150974,2021S051259150974,0.1184,59,8.0,543.0,543.0,543.0,1.0,1.0,2,1.76,1.76,1.76,3.2342,3.2342,3.2342,1,0,HL,1268.8766,0.771,4.5,50.0,2,1,1,HL_high_exp,0,LH,89000.0,543.0,54.4,19.3,25.0,45.1,60.0,60.0,240.0,230.0,510.0,285.0,475.0,124.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Mid ALE
59150975,2021S051259150975,0.0875,59,6.0,671.0,671.0,671.0,1.0,1.0,1,1.61,1.61,1.61,2.4055,2.4055,2.4055,1,0,HL,1026.8256,0.771,4.5,100.0,1,1,1,HL_high_exp,0,LH,92000.0,671.0,26.5,9.7,32.2,18.7,62.8,95.0,295.0,140.0,750.0,405.0,645.0,135.0,Middle income,Mid VM (20-50%),Young (<10% 65+),Mid poverty (20-35%),Low immigrant (<30%),High education (>50%),Mid ALE
59150976,2021S051259150976,0.1372,59,8.0,629.0,629.0,629.0,1.0,1.0,1,1.61,1.61,1.61,2.5661,2.5661,2.5661,1,0,HL,1095.3895,0.771,4.5,100.0,1,1,1,HL_high_exp,0,LH,115000.0,629.0,49.6,19.1,34.0,41.0,55.3,80.0,235.0,240.0,585.0,285.0,515.0,96.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Mid ALE
59150977,2021S051259150977,0.1303,59,6.0,804.0,450.0,715.0,0.5597014925373134,0.8893034825870647,1,1.61,1.61,1.61,2.0076,2.0076,2.0076,0,0,LL,856.9652,0.771,4.5,100.0,1,1,1,LL_high_exp,0,LH,102000.0,804.0,37.7,14.3,31.3,33.1,53.5,105.0,335.0,270.0,815.0,380.0,710.0,116.0,Middle income,Mid VM (20-50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Mid ALE
59150978,2021S051259150978,0.1101,59,6.0,425.0,425.0,425.0,1.0,1.0,2,5.04,5.04,5.04,11.8475,11.8475,11.8475,1,1,HH,724.7059,0.6888,4.5,100.0,2,2,0,HH_low_exp,1,HL,130000.0,425.0,42.7,22.4,26.5,37.3,58.0,45.0,170.0,155.0,415.0,200.0,345.0,28.0,High income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),High education (>50%),Low ALE
59150979,2021S051259150979,0.1565,59,8.0,443.0,373.0,443.0,0.8419864559819413,1.0,2,1.06,1.06,1.06,2.3851,2.3851,2.3851,1,0,HL,627.5395,0.7086,4.5,100.0,2,2,1,HL_high_exp,0,LH,144000.0,443.0,61.2,22.6,28.1,56.5,44.3,45.0,160.0,240.0,425.0,175.0,395.0,81.0,High income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150980,2021S051259150980,0.1407,59,8.0,500.0,71.0,500.0,0.142,1.0,1,0.14,0.14,0.14,0.273,0.273,0.273,0,0,LL,58.0,0.6421,4.6,100.0,1,1,0,LL_low_exp,0,LL,121000.0,500.0,70.7,19.0,42.9,50.5,56.8,75.0,175.0,250.0,495.0,250.0,440.0,49.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),High education (>50%),Low ALE
59150981,2021S051259150981,0.1431,59,7.0,443.0,216.0,443.0,0.4875846501128668,1.0,1,0.92,0.92,0.92,2.077,2.077,2.077,0,0,LL,562.0767,0.7752,4.4,100.0,1,1,1,LL_high_exp,0,LH,142000.0,443.0,61.3,13.5,63.0,38.3,53.4,85.0,135.0,180.0,470.0,195.0,365.0,96.0,High income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),High education (>50%),Mid ALE
59150982,2021S051259150982,0.137,59,3.0,634.0,346.0,634.0,0.5457413249211357,1.0,1,1.5,1.5,1.5,2.3589,2.3589,2.3589,0,0,LL,1.5773,,,0.0,1,0,0,LL_low_exp,0,LL,119000.0,634.0,62.1,34.7,33.3,37.5,46.2,55.0,165.0,180.0,480.0,185.0,400.0,64.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150983,2021S051259150983,1.1386,59,9.0,630.0,216.0,492.0,0.3428571428571428,0.780952380952381,1,0.74,0.74,0.74,1.1745,1.1745,1.1745,0,0,LL,276.1905,0.5332,4.2,100.0,1,1,0,LL_low_exp,0,LL,123000.0,630.0,62.0,23.8,29.5,40.8,43.3,65.0,220.0,245.0,600.0,225.0,520.0,29.0,Middle income,High VM (>50%),Older (>20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150984,2021S051259150984,0.2194,59,8.0,483.0,342.0,483.0,0.7080745341614907,1.0,1,4.21,4.21,4.21,8.7128,8.7128,8.7128,0,1,LH,159.4203,0.6166,4.1,100.0,1,1,0,LH_low_exp,0,LL,137000.0,483.0,62.5,23.8,35.3,51.0,47.7,60.0,170.0,265.0,520.0,210.0,440.0,33.0,High income,High VM (>50%),Older (>20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150985,2021S051259150985,0.2503,59,12.0,621.0,86.0,404.0,0.1384863123993558,0.6505636070853462,1,4.21,4.21,4.21,6.7766,6.7766,6.7766,0,1,LH,123.9936,0.6166,4.1,100.0,1,1,0,LH_low_exp,0,LL,134000.0,621.0,64.0,17.7,41.5,45.6,47.0,85.0,205.0,260.0,570.0,235.0,500.0,32.0,High income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),Mid immigrant (30-50%),Mid education (30-50%),Low ALE
59150986,2021S051259150986,0.1387,59,8.0,484.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,110000.0,484.0,83.7,15.5,53.1,56.6,37.4,85.0,160.0,280.0,495.0,170.0,455.0,29.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59150987,2021S051259150987,0.6386,59,11.0,937.0,657.0,937.0,0.7011739594450374,1.0,3,11.86,11.86,11.86,12.6612,12.6612,12.6612,0,1,LH,1035.2188,0.5854,4.2667,100.0,3,3,0,LH_low_exp,0,LL,82000.0,937.0,38.9,27.2,33.7,52.6,46.7,140.0,415.0,460.0,875.0,355.0,760.0,46.0,Middle income,Mid VM (20-50%),Older (>20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59151198,2021S051259151198,0.5807,59,8.0,522.0,522.0,522.0,1.0,1.0,1,1.44,1.44,1.44,2.7554,2.7554,2.7554,1,0,HL,44.0613,,,0.0,1,0,0,HL_low_exp,0,LL,66500.0,522.0,94.9,14.4,29.8,70.0,33.0,70.0,235.0,350.0,500.0,155.0,470.0,22.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59151199,2021S051259151199,0.0723,59,4.0,443.0,443.0,443.0,1.0,1.0,1,1.44,1.44,1.44,3.2468,3.2468,3.2468,1,0,HL,51.9187,,,0.0,1,0,0,HL_low_exp,0,LL,97000.0,443.0,92.7,18.1,25.0,56.8,31.0,35.0,140.0,230.0,405.0,110.0,355.0,25.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Mid education (30-50%),Low ALE
59151200,2021S051259151200,0.0529,59,3.0,528.0,528.0,528.0,1.0,1.0,2,5.05,5.05,5.05,9.556,9.556,9.556,1,1,HH,49.2424,,,0.0,2,0,0,HH_low_exp,1,HL,90000.0,528.0,96.7,18.0,22.6,67.8,22.1,35.0,155.0,410.0,605.0,115.0,520.0,26.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59151201,2021S051259151201,0.0443,59,2.0,430.0,430.0,430.0,1.0,1.0,2,5.05,5.05,5.05,11.7339,11.7339,11.7339,1,1,HH,60.4651,,,0.0,2,0,0,HH_low_exp,1,HL,95000.0,430.0,99.0,14.0,19.2,64.3,34.9,25.0,130.0,315.0,490.0,145.0,415.0,27.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Low poverty (<20%),High immigrant (>50%),Mid education (30-50%),Low ALE
59151202,2021S051259151202,0.0436,59,2.0,408.0,408.0,408.0,1.0,1.0,1,3.61,3.61,3.61,8.8412,8.8412,8.8412,1,1,HH,7.3529,,,0.0,1,0,0,HH_low_exp,1,HL,90000.0,408.0,95.1,19.6,30.8,48.0,25.6,40.0,130.0,245.0,510.0,105.0,410.0,25.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Low ALE
59151203,2021S051259151203,0.0561,59,3.0,572.0,572.0,572.0,1.0,1.0,2,5.12,5.12,5.12,8.9515,8.9515,8.9515,1,1,HH,557.6923,0.7444,4.4,50.0,2,1,1,HH_high_exp,1,HH,101000.0,572.0,90.4,16.6,25.7,65.5,27.1,45.0,175.0,380.0,580.0,130.0,480.0,26.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59151204,2021S051259151204,0.0595,59,3.0,630.0,630.0,630.0,1.0,1.0,1,3.61,3.61,3.61,5.7258,5.7258,5.7258,1,1,HH,4.7619,,,0.0,1,0,0,HH_low_exp,1,HL,98000.0,630.0,95.2,12.7,22.2,56.2,28.9,40.0,180.0,410.0,730.0,185.0,640.0,24.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59151205,2021S051259151205,0.0356,59,1.0,274.0,0.0,274.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,95000.0,274.0,97.0,9.1,18.8,60.3,37.5,15.0,80.0,205.0,340.0,105.0,280.0,28.0,Middle income,High VM (>50%),Young (<10% 65+),Low poverty (<20%),High immigrant (>50%),Mid education (30-50%),Low ALE
59151206,2021S051259151206,0.064,59,3.0,594.0,594.0,594.0,1.0,1.0,2,5.12,5.12,5.12,8.62,8.62,8.62,1,1,HH,537.037,0.7444,4.4,50.0,2,1,1,HH_high_exp,1,HH,103000.0,594.0,90.8,12.6,30.3,53.8,26.0,50.0,165.0,320.0,595.0,135.0,520.0,28.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),High immigrant (>50%),Low education (<30%),Low ALE
59151207,2021S051259151207,0.4039,59,9.0,556.0,160.0,556.0,0.2877697841726618,1.0,1,1.44,1.44,1.44,2.5869,2.5869,2.5869,0,0,LL,41.3669,,,0.0,1,0,0,LL_low_exp,0,LL,98000.0,556.0,93.8,11.7,28.1,50.0,25.8,45.0,160.0,280.0,560.0,125.0,485.0,19.0,Middle income,High VM (>50%),Mid age (10-20% 65+),Mid poverty (20-35%),Mid immigrant (30-50%),Low education (<30%),Low ALE
59151208,2021S051259151208,0.3343,59,10.0,814.0,0.0,704.0,0.0,0.8648648648648649,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LL,,,,,0,0,0,LL_low_exp,0,LL,78000.0,814.0,90.3,17.2,37.3,50.3,33.3,95.0,255.0,365.0,725.0,215.0,645.0,24.0,Middle income,High VM (>50%),Mid age (10-20% 65+),High poverty (>35%),High immigrant (>50%),Mid education (30-50%),Low ALE
